,% acierto,Benef Total,Benef Anual,Loss,Accuracy
0,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767632126808167,0.7015706896781921
1,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767784714698792,0.69808030128479
2,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5768044590950012,0.7015706896781921
3,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767130255699158,0.69808030128479
4,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766989588737488,0.7015706896781921
5,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766922235488892,0.6998254656791687
6,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767595171928406,0.7015706896781921
7,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5765905380249023,0.6998254656791687
8,0.7015706806282722,0.945733362980302,0.4175751148935714,0.577060878276825,0.7015706896781921
9,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766503214836121,0.69808030128479
10,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5767074227333069,0.6998254656791687
11,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5766378045082092,0.6998254656791687
12,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767796635627747,0.7015706896781921
13,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766134858131409,0.69808030128479
14,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766045451164246,0.6998254656791687
15,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5767364501953125,0.7033158540725708
16,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766598582267761,0.7015706896781921
17,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5770314335823059,0.69808030128479
18,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5769706964492798,0.69808030128479
19,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768364667892456,0.69808030128479
20,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.576539158821106,0.7015706896781921
21,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766357779502869,0.7015706896781921
22,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5763559341430664,0.69808030128479
23,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767180323600769,0.69808030128479
24,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768610835075378,0.69808030128479
25,0.699825479930192,0.9404702411320143,0.41525125830087195,0.5768730044364929,0.6998254656791687
26,0.6980802792321117,0.8863336224114302,0.391348004310806,0.5768517255783081,0.69808030128479
27,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5768043398857117,0.6998254656791687
28,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5770860910415649,0.7033158540725708
29,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5767805576324463,0.7033158540725708
30,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5768088102340698,0.6998254656791687
31,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5767714381217957,0.6998254656791687
32,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765877962112427,0.69808030128479
33,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768579840660095,0.69808030128479
34,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5769652128219604,0.7015706896781921
35,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5765657424926758,0.7015706896781921
36,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5768237709999084,0.6998254656791687
37,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5768519639968872,0.7033158540725708
38,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.577026903629303,0.7015706896781921
39,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769268274307251,0.7015706896781921
40,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5770614147186279,0.7015706896781921
41,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5772039890289307,0.7033158540725708
42,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766739845275879,0.6998254656791687
43,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5769128799438477,0.7033158540725708
44,0.699825479930192,0.9404702411320143,0.41525125830087195,0.5765039324760437,0.6998254656791687
45,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5768008828163147,0.6998254656791687
46,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5764656066894531,0.69808030128479
47,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5767433643341064,0.7015706896781921
48,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767152309417725,0.69808030128479
49,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5768114924430847,0.6998254656791687
50,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5772769451141357,0.7033158540725708
51,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5770374536514282,0.7015706896781921
52,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5765080451965332,0.6998254656791687
53,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5768827199935913,0.7033158540725708
54,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5771307349205017,0.7015706896781921
55,0.699825479930192,0.9025810914366956,0.3985218431648936,0.577070951461792,0.6998254656791687
56,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.576596736907959,0.7033158540725708
57,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.57662433385849,0.69808030128479
58,0.7015706806282722,0.9428129134283441,0.4162856319325848,0.5768988132476807,0.7015706896781921
59,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766245126724243,0.69808030128479
60,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5764362812042236,0.69808030128479
61,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766329169273376,0.69808030128479
62,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5770233273506165,0.6998254656791687
63,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5772834420204163,0.7033158540725708
64,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766977667808533,0.7015706896781921
65,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765042304992676,0.69808030128479
66,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768563747406006,0.69808030128479
67,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5768960118293762,0.7033158540725708
68,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5764883756637573,0.7015706896781921
69,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769941210746765,0.7015706896781921
70,0.7015706806282722,0.945733362980302,0.4175751148935714,0.576939046382904,0.7015706896781921
71,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765557289123535,0.69808030128479
72,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766465663909912,0.69808030128479
73,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5769696235656738,0.6998254656791687
74,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5771360993385315,0.7015706896781921
75,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5763334035873413,0.69808030128479
76,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767009258270264,0.69808030128479
77,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766083598136902,0.6998254656791687
78,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5769115090370178,0.69808030128479
79,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5763072967529297,0.7015706896781921
80,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765929222106934,0.69808030128479
81,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5768656730651855,0.6998254656791687
82,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.576817512512207,0.7015706896781921
83,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5769502520561218,0.69808030128479
84,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5768254399299622,0.7015706896781921
85,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765242576599121,0.69808030128479
86,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5764914155006409,0.69808030128479
87,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.576412558555603,0.69808030128479
88,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5765228867530823,0.6998254656791687
89,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768336653709412,0.69808030128479
90,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5765520930290222,0.69808030128479
91,0.699825479930192,0.8935730728468356,0.39454448068106357,0.5769066214561462,0.6998254656791687
92,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767425894737244,0.69808030128479
93,0.7015706806282722,0.933614412024355,0.41222416447148663,0.5771564841270447,0.7015706896781921
94,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5764213800430298,0.6998254656791687
95,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5767871141433716,0.6998254656791687
96,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5766436457633972,0.7015706896781921
97,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5765216946601868,0.6998254656791687
98,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5767912268638611,0.7033158540725708
99,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5767570734024048,0.6998254656791687
100,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767615437507629,0.7015706896781921
101,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767412781715393,0.7015706896781921
102,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766083598136902,0.6998254656791687
103,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5769051909446716,0.69808030128479
104,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5768670439720154,0.7033158540725708
105,0.7015706806282722,0.933614412024355,0.41222416447148663,0.5771198868751526,0.7015706896781921
106,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766187906265259,0.7015706896781921
107,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769307017326355,0.7015706896781921
108,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767108798027039,0.69808030128479
109,0.699825479930192,0.8935730728468356,0.39454448068106357,0.5769863724708557,0.6998254656791687
110,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5764333009719849,0.6998254656791687
111,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767905712127686,0.69808030128479
112,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5767108201980591,0.6998254656791687
113,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767248868942261,0.69808030128479
114,0.7015706806282722,0.933614412024355,0.41222416447148663,0.576786458492279,0.7015706896781921
115,0.7015706806282722,0.945733362980302,0.4175751148935714,0.5769582986831665,0.7015706896781921
116,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.576924204826355,0.7033158540725708
117,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5769962668418884,0.6998254656791687
118,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5769022107124329,0.6998254656791687
119,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5765699148178101,0.6998254656791687
120,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5770169496536255,0.7033158540725708
121,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766605734825134,0.7015706896781921
122,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768445134162903,0.69808030128479
123,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769006013870239,0.7015706896781921
124,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5771177411079407,0.7033158540725708
125,0.7015706806282722,0.945733362980302,0.4175751148935714,0.576910674571991,0.7015706896781921
126,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5762736797332764,0.6998254656791687
127,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766603946685791,0.69808030128479
128,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766975283622742,0.6998254656791687
129,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.576516330242157,0.69808030128479
130,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5768851041793823,0.69808030128479
131,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769835710525513,0.7015706896781921
132,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766516923904419,0.69808030128479
133,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5771563649177551,0.7015706896781921
134,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5766232013702393,0.6998254656791687
135,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5767543911933899,0.69808030128479
136,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5766555070877075,0.69808030128479
137,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5767624378204346,0.6998254656791687
138,0.699825479930192,0.9054410642408939,0.3997846234780911,0.576539933681488,0.6998254656791687
139,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5763993263244629,0.6998254656791687
140,0.7015706806282722,0.945733362980302,0.4175751148935714,0.576869547367096,0.7015706896781921
141,0.7015706806282722,0.933614412024355,0.41222416447148663,0.5768842697143555,0.7015706896781921
142,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767725706100464,0.7015706896781921
143,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5769649744033813,0.6998254656791687
144,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5769442915916443,0.7015706896781921
145,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767397284507751,0.7015706896781921
146,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767487287521362,0.7015706896781921
147,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5772300958633423,0.7033158540725708
148,0.6980802792321117,0.9002869312611985,0.39750888937012785,0.5764098167419434,0.69808030128479
149,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5764597654342651,0.7015706896781921
150,0.7015706806282722,0.933614412024355,0.41222416447148663,0.5769888758659363,0.7015706896781921
151,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5770175457000732,0.7033158540725708
152,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5768632888793945,0.7015706896781921
153,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5766512751579285,0.6998254656791687
154,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5766677856445312,0.7015706896781921
155,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5768768787384033,0.6998254656791687
156,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.576587975025177,0.7015706896781921
157,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5767810344696045,0.7015706896781921
158,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5770489573478699,0.7015706896781921
159,0.699825479930192,0.9025810914366956,0.3985218431648936,0.5765361189842224,0.6998254656791687
160,0.7033158813263525,0.9480823892878834,0.4186122940485768,0.5772520899772644,0.7033158540725708
161,0.699825479930192,0.8921328499535981,0.39390857074740027,0.5767805576324463,0.6998254656791687
162,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5768938660621643,0.7015706896781921
163,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5764492750167847,0.6998254656791687
164,0.7015706806282722,0.9077414468486074,0.4008003246992979,0.5765594840049744,0.7015706896781921
165,0.699825479930192,0.9054410642408939,0.3997846234780911,0.5767416954040527,0.6998254656791687
